date,ACM1,ACM0
Thu Mar 11 18:21:31 2021,4.82,4.84
Thu Mar 11 18:27:33 2021,4.82,4.84
Thu Mar 11 18:33:35 2021,4.82,4.82
Thu Mar 11 18:39:36 2021,4.82,4.82
Thu Mar 11 18:45:38 2021,4.82,4.82
Thu Mar 11 18:51:40 2021,4.79,4.67
Thu Mar 11 18:57:41 2021,4.76,4.79
Thu Mar 11 19:03:43 2021,4.76,4.73
Thu Mar 11 19:09:45 2021,4.76,4.73
Thu Mar 11 19:15:47 2021,4.73,4.79
Thu Mar 11 19:21:49 2021,4.73,4.76
Thu Mar 11 19:27:50 2021,4.73,4.76
Thu Mar 11 19:33:52 2021,4.73,4.76
Thu Mar 11 19:39:54 2021,4.76,4.79
Thu Mar 11 19:45:55 2021,4.73,4.76
Thu Mar 11 19:51:57 2021,4.73,4.76
Thu Mar 11 19:57:59 2021,4.70,4.79
Thu Mar 11 20:04:01 2021,4.70,4.76
Thu Mar 11 20:10:02 2021,4.73,4.79
Thu Mar 11 20:16:04 2021,4.67,4.73
Thu Mar 11 20:22:06 2021,4.64,4.73
Thu Mar 11 20:28:07 2021,4.64,4.70
Thu Mar 11 20:34:09 2021,4.64,4.73
Thu Mar 11 20:40:11 2021,4.67,4.73
Thu Mar 11 20:46:13 2021,4.61,4.70
Thu Mar 11 20:52:15 2021,4.61,4.70
Thu Mar 11 20:58:16 2021,4.64,4.70
Thu Mar 11 21:04:18 2021,4.64,4.73
Thu Mar 11 21:10:20 2021,4.61,4.70
Thu Mar 11 21:16:21 2021,4.58,4.67
Thu Mar 11 21:22:23 2021,4.55,4.64
Thu Mar 11 21:28:25 2021,4.58,4.67
Thu Mar 11 21:34:27 2021,4.55,4.67
Thu Mar 11 21:40:28 2021,4.55,4.67
Thu Mar 11 21:46:30 2021,4.52,4.67
Thu Mar 11 21:52:32 2021,4.52,4.67
Thu Mar 11 21:58:34 2021,4.55,4.67
Thu Mar 11 22:04:35 2021,4.52,4.67
Thu Mar 11 22:10:37 2021,4.52,4.64
Thu Mar 11 22:16:39 2021,4.55,4.64
Thu Mar 11 22:22:40 2021,4.52,4.61
Thu Mar 11 22:28:42 2021,4.52,4.73
Thu Mar 11 22:34:44 2021,4.55,4.73
Thu Mar 11 22:40:46 2021,4.70,4.90
Thu Mar 11 22:46:48 2021,4.67,4.79
Thu Mar 11 22:52:49 2021,4.61,4.90
Thu Mar 11 22:58:51 2021,4.64,4.82
Thu Mar 11 23:04:53 2021,4.64,4.79
Thu Mar 11 23:10:54 2021,4.61,4.76
Thu Mar 11 23:16:56 2021,4.64,4.82
Thu Mar 11 23:22:58 2021,4.70,4.82
Thu Mar 11 23:29:00 2021,4.73,4.76
Thu Mar 11 23:35:01 2021,4.73,4.79
Thu Mar 11 23:41:03 2021,4.73,4.76
Thu Mar 11 23:47:05 2021,4.67,4.73
Thu Mar 11 23:53:06 2021,4.67,4.73
Thu Mar 11 23:59:08 2021,4.70,4.79
Fri Mar 12 00:05:10 2021,4.61,4.73
Fri Mar 12 00:11:12 2021,4.58,4.76
Fri Mar 12 00:17:13 2021,4.55,4.73
Fri Mar 12 00:23:15 2021,4.55,4.73
Fri Mar 12 00:29:17 2021,4.52,4.73
Fri Mar 12 00:35:18 2021,4.58,4.73
Fri Mar 12 00:41:20 2021,4.52,4.73
Fri Mar 12 00:47:22 2021,4.52,4.73
Fri Mar 12 00:53:24 2021,4.44,4.76
Fri Mar 12 00:59:25 2021,4.50,4.76
Fri Mar 12 01:05:27 2021,4.47,4.76
Fri Mar 12 01:11:29 2021,4.47,4.73
Fri Mar 12 01:17:31 2021,4.44,4.73
Fri Mar 12 01:23:32 2021,4.47,4.73
Fri Mar 12 01:29:34 2021,4.47,4.73
Fri Mar 12 01:35:36 2021,4.47,4.70
Fri Mar 12 01:41:38 2021,4.44,4.73
Fri Mar 12 01:47:39 2021,4.44,4.76
Fri Mar 12 01:53:41 2021,4.44,4.73
Fri Mar 12 01:59:43 2021,4.41,4.70
Fri Mar 12 02:05:45 2021,4.44,4.70
Fri Mar 12 02:11:46 2021,4.44,4.70
Fri Mar 12 02:17:48 2021,4.44,4.70
Fri Mar 12 02:23:50 2021,4.44,4.70
Fri Mar 12 02:29:51 2021,4.47,4.70
Fri Mar 12 02:35:53 2021,4.47,4.73
Fri Mar 12 02:41:55 2021,4.44,4.67
Fri Mar 12 02:47:57 2021,4.44,4.73
Fri Mar 12 02:53:58 2021,4.47,4.73
Fri Mar 12 03:00:00 2021,4.47,4.73
Fri Mar 12 03:06:02 2021,4.41,4.70
Fri Mar 12 03:12:04 2021,4.50,4.70
Fri Mar 12 03:18:05 2021,4.50,4.70
Fri Mar 12 03:24:07 2021,4.50,4.70
Fri Mar 12 03:30:09 2021,4.50,4.73
Fri Mar 12 03:36:11 2021,4.47,4.70
Fri Mar 12 03:42:12 2021,4.47,4.70
Fri Mar 12 03:48:14 2021,4.50,4.73
Fri Mar 12 03:54:16 2021,4.50,4.70
Fri Mar 12 04:00:18 2021,4.50,4.70
Fri Mar 12 04:06:19 2021,4.47,4.70
Fri Mar 12 04:12:21 2021,4.50,4.70
Fri Mar 12 04:18:23 2021,4.50,4.67
Fri Mar 12 04:24:24 2021,4.50,4.70
Fri Mar 12 04:30:26 2021,4.52,4.73
Fri Mar 12 04:36:28 2021,4.50,4.70
Fri Mar 12 04:42:30 2021,4.50,4.67
Fri Mar 12 04:48:31 2021,4.50,4.67
Fri Mar 12 04:54:33 2021,4.50,4.73
Fri Mar 12 05:00:35 2021,4.47,4.67
Fri Mar 12 05:06:37 2021,4.50,4.70
Fri Mar 12 05:12:38 2021,4.50,4.70
Fri Mar 12 05:18:40 2021,4.50,4.67
Fri Mar 12 05:24:42 2021,4.50,4.70
Fri Mar 12 05:30:44 2021,4.50,4.67
Fri Mar 12 05:36:45 2021,4.50,4.70
Fri Mar 12 05:42:47 2021,4.50,4.67
Fri Mar 12 05:48:49 2021,4.52,4.70
Fri Mar 12 05:54:50 2021,4.52,4.70
Fri Mar 12 06:00:52 2021,4.50,4.70
Fri Mar 12 06:06:54 2021,4.52,4.70
Fri Mar 12 06:12:56 2021,4.50,4.67
Fri Mar 12 06:18:57 2021,4.50,4.70
Fri Mar 12 06:24:59 2021,4.50,4.70
Fri Mar 12 06:31:01 2021,4.50,4.67
Fri Mar 12 06:37:03 2021,4.50,4.67
Fri Mar 12 06:43:04 2021,4.47,4.64
Fri Mar 12 06:49:06 2021,4.50,4.64
Fri Mar 12 06:55:08 2021,4.47,4.67
Fri Mar 12 07:01:10 2021,4.50,4.67
Fri Mar 12 07:07:11 2021,4.50,4.70
Fri Mar 12 07:13:13 2021,4.47,4.64
Fri Mar 12 07:19:15 2021,4.50,4.64
Fri Mar 12 07:25:17 2021,4.47,4.67
Fri Mar 12 07:31:18 2021,4.47,4.64
Fri Mar 12 07:37:20 2021,4.50,4.64
Fri Mar 12 07:43:22 2021,4.50,4.64
Fri Mar 12 07:49:24 2021,4.47,4.58
Fri Mar 12 07:55:25 2021,4.47,4.58
Fri Mar 12 08:01:27 2021,4.44,4.55
Fri Mar 12 08:07:29 2021,4.47,4.50
Fri Mar 12 08:13:31 2021,4.47,4.50
Fri Mar 12 08:19:32 2021,4.44,4.47
Fri Mar 12 08:25:34 2021,4.47,4.47
Fri Mar 12 08:31:36 2021,4.47,4.44
Fri Mar 12 08:37:37 2021,4.50,4.44
Fri Mar 12 08:43:39 2021,4.50,4.44
Fri Mar 12 08:49:41 2021,4.44,4.41
Fri Mar 12 08:55:43 2021,4.44,4.44
Fri Mar 12 09:01:44 2021,4.44,4.44
Fri Mar 12 09:07:46 2021,4.44,4.44
Fri Mar 12 09:13:48 2021,4.44,4.41
Fri Mar 12 09:19:50 2021,4.44,4.41
Fri Mar 12 09:25:51 2021,4.44,4.41
Fri Mar 12 09:31:53 2021,4.44,4.41
Fri Mar 12 09:37:55 2021,4.44,4.41
Fri Mar 12 09:43:56 2021,4.44,4.41
Fri Mar 12 09:49:58 2021,4.41,4.44
Fri Mar 12 09:56:00 2021,4.41,4.47
Fri Mar 12 10:02:02 2021,4.41,4.44
Fri Mar 12 10:08:03 2021,4.44,4.47
Fri Mar 12 10:14:05 2021,4.44,4.47
Fri Mar 12 10:20:07 2021,4.44,4.47
Fri Mar 12 10:26:09 2021,4.44,4.47
Fri Mar 12 10:32:10 2021,4.41,4.44
Fri Mar 12 10:38:12 2021,4.41,4.47
Fri Mar 12 10:44:14 2021,4.41,4.44
Fri Mar 12 10:50:16 2021,4.41,4.44
Fri Mar 12 10:56:17 2021,4.41,4.44
Fri Mar 12 11:02:19 2021,4.44,4.41
Fri Mar 12 11:08:21 2021,4.41,4.41
Fri Mar 12 11:14:23 2021,4.38,4.35
Fri Mar 12 11:20:24 2021,4.44,4.38
Fri Mar 12 11:26:26 2021,4.38,4.35
Fri Mar 12 11:32:28 2021,4.38,4.35
Fri Mar 12 11:38:30 2021,4.38,4.32
Fri Mar 12 11:44:31 2021,4.38,4.32
Fri Mar 12 11:50:33 2021,4.38,4.29
Fri Mar 12 11:56:35 2021,4.41,4.32
Fri Mar 12 12:02:37 2021,4.38,4.26
Fri Mar 12 12:08:38 2021,4.41,4.29
Fri Mar 12 12:14:40 2021,4.38,4.26
Fri Mar 12 12:20:42 2021,4.35,4.26
Fri Mar 12 12:26:43 2021,4.38,4.23
Fri Mar 12 12:32:45 2021,4.38,4.23
Fri Mar 12 12:38:47 2021,4.38,4.29
Fri Mar 12 12:44:49 2021,4.35,4.26
Fri Mar 12 12:50:50 2021,4.41,4.29
Fri Mar 12 12:56:52 2021,4.38,4.23
Fri Mar 12 13:02:54 2021,4.38,4.23
Fri Mar 12 13:08:56 2021,4.38,4.17
Fri Mar 12 13:14:57 2021,4.38,4.17
Fri Mar 12 13:20:59 2021,4.41,4.23
Fri Mar 12 13:27:01 2021,4.41,4.23
Fri Mar 12 13:33:03 2021,4.38,4.20
Fri Mar 12 13:39:04 2021,4.38,4.23
Fri Mar 12 13:45:06 2021,4.38,4.20
Fri Mar 12 13:51:08 2021,4.41,4.23
Fri Mar 12 13:57:10 2021,4.41,4.26
Fri Mar 12 14:03:11 2021,4.38,4.23
Fri Mar 12 14:09:13 2021,4.38,4.26
Fri Mar 12 14:15:15 2021,4.38,4.26
Fri Mar 12 14:21:17 2021,4.38,4.23
Fri Mar 12 14:27:18 2021,4.38,4.26
Fri Mar 12 14:33:20 2021,4.38,4.23
Fri Mar 12 14:39:22 2021,4.41,4.29
Fri Mar 12 14:45:23 2021,4.41,4.29
Fri Mar 12 14:51:25 2021,4.38,4.32
Fri Mar 12 14:57:27 2021,4.38,4.29
Fri Mar 12 15:03:29 2021,4.38,4.32
Fri Mar 12 15:09:30 2021,4.38,4.35
Fri Mar 12 15:15:32 2021,4.38,4.35
Fri Mar 12 15:21:34 2021,4.41,4.35
Fri Mar 12 15:27:36 2021,4.38,4.35
Fri Mar 12 15:33:37 2021,4.38,4.32
Fri Mar 12 15:39:39 2021,4.38,4.32
Fri Mar 12 15:45:41 2021,4.38,4.32
Fri Mar 12 15:51:42 2021,4.35,4.29
Fri Mar 12 15:57:44 2021,4.26,4.29
Fri Mar 12 16:03:46 2021,4.32,4.26
Fri Mar 12 16:09:48 2021,4.29,4.26
Fri Mar 12 16:15:50 2021,4.32,4.29
Fri Mar 12 16:21:51 2021,4.32,4.26
Fri Mar 12 16:27:53 2021,4.29,4.26
Fri Mar 12 16:33:55 2021,4.32,4.26
Fri Mar 12 16:39:56 2021,4.32,4.26
Fri Mar 12 16:45:58 2021,4.32,4.26
Fri Mar 12 16:52:00 2021,4.32,4.26
Fri Mar 12 16:58:02 2021,4.32,4.29
Fri Mar 12 17:04:03 2021,4.29,4.29
Fri Mar 12 17:10:05 2021,4.35,4.32
Fri Mar 12 17:16:07 2021,4.29,4.29
Fri Mar 12 17:22:08 2021,4.32,4.29
Fri Mar 12 17:28:10 2021,4.32,4.29
Fri Mar 12 17:34:12 2021,4.32,4.29
Fri Mar 12 17:40:13 2021,4.32,4.29
Fri Mar 12 17:46:15 2021,4.29,4.26
Fri Mar 12 17:52:17 2021,4.32,4.26
Fri Mar 12 17:58:19 2021,4.35,4.29
Fri Mar 12 18:04:20 2021,4.35,4.29
Fri Mar 12 18:10:22 2021,4.35,4.23
Fri Mar 12 18:16:24 2021,4.35,4.29
Fri Mar 12 18:22:26 2021,4.32,4.26
Fri Mar 12 18:28:27 2021,4.35,4.29
Fri Mar 12 18:34:29 2021,4.26,4.32
Fri Mar 12 18:40:31 2021,4.32,4.29
Fri Mar 12 18:46:32 2021,4.35,4.29
Fri Mar 12 18:52:34 2021,4.32,4.32
Fri Mar 12 18:58:36 2021,4.32,4.29
Fri Mar 12 19:04:38 2021,4.35,4.35
Fri Mar 12 19:10:39 2021,4.38,4.32
Fri Mar 12 19:16:41 2021,4.32,4.32
Fri Mar 12 19:22:43 2021,4.32,4.26
Fri Mar 12 19:28:45 2021,4.32,4.26
Fri Mar 12 19:34:46 2021,4.32,4.20
Fri Mar 12 19:40:48 2021,4.35,4.23
Fri Mar 12 19:46:50 2021,4.35,4.23
Fri Mar 12 19:52:52 2021,4.32,4.23
Fri Mar 12 19:58:53 2021,4.35,4.23
Fri Mar 12 20:04:55 2021,4.35,4.26
Fri Mar 12 20:10:57 2021,4.35,4.29
Fri Mar 12 20:16:59 2021,4.35,4.26
Fri Mar 12 20:23:00 2021,4.35,4.26
Fri Mar 12 20:29:02 2021,4.38,4.32
Fri Mar 12 20:35:04 2021,4.38,4.32
Fri Mar 12 20:41:05 2021,4.38,4.32
Fri Mar 12 20:47:07 2021,4.35,4.32
Fri Mar 12 20:53:09 2021,4.38,4.32
Fri Mar 12 20:59:11 2021,4.38,4.32
Fri Mar 12 21:05:12 2021,4.35,4.26
Fri Mar 12 21:11:14 2021,4.35,4.26
Fri Mar 12 21:17:16 2021,4.35,4.26
Fri Mar 12 21:23:18 2021,4.35,4.26
Fri Mar 12 21:29:19 2021,4.35,4.23
Fri Mar 12 21:35:21 2021,4.35,4.23
Fri Mar 12 21:41:23 2021,4.35,4.23
Fri Mar 12 21:47:24 2021,4.35,4.20
Fri Mar 12 21:53:26 2021,4.35,4.20
Fri Mar 12 21:59:28 2021,4.35,4.20
Fri Mar 12 22:05:30 2021,4.35,4.17
Fri Mar 12 22:11:32 2021,4.38,4.20
Fri Mar 12 22:17:33 2021,4.35,4.17
Fri Mar 12 22:23:35 2021,4.38,4.20
Fri Mar 12 22:29:37 2021,4.35,4.20
Fri Mar 12 22:35:38 2021,4.38,4.23
Fri Mar 12 22:41:40 2021,4.35,4.23
Fri Mar 12 22:47:42 2021,4.32,4.20
Fri Mar 12 22:53:44 2021,4.26,4.23
Fri Mar 12 22:59:45 2021,4.32,4.26
Fri Mar 12 23:05:47 2021,4.32,4.32
Fri Mar 12 23:11:49 2021,4.35,4.35
Fri Mar 12 23:17:51 2021,4.32,4.32
Fri Mar 12 23:23:52 2021,4.35,4.32
Fri Mar 12 23:29:54 2021,4.29,4.29
Fri Mar 12 23:35:56 2021,4.29,4.29
Fri Mar 12 23:41:58 2021,4.29,4.29
Fri Mar 12 23:47:59 2021,4.29,4.26
Fri Mar 12 23:54:01 2021,4.26,4.26
Sat Mar 13 00:00:03 2021,4.26,4.23
Sat Mar 13 00:06:04 2021,4.26,4.23
Sat Mar 13 00:12:06 2021,4.26,4.26
Sat Mar 13 00:18:08 2021,4.23,4.23
Sat Mar 13 00:24:10 2021,4.20,4.23
Sat Mar 13 00:30:11 2021,4.23,4.26
Sat Mar 13 00:36:13 2021,4.23,4.23
Sat Mar 13 00:42:15 2021,4.20,4.23
Sat Mar 13 00:48:17 2021,4.23,4.23
Sat Mar 13 00:54:18 2021,4.23,4.23
Sat Mar 13 01:00:20 2021,4.20,4.23
Sat Mar 13 01:06:22 2021,4.20,4.20
Sat Mar 13 01:12:24 2021,4.20,4.23
Sat Mar 13 01:18:25 2021,4.17,4.23
Sat Mar 13 01:24:27 2021,4.20,4.23
Sat Mar 13 01:30:29 2021,4.20,4.23
Sat Mar 13 01:36:31 2021,4.15,4.23
Sat Mar 13 01:42:32 2021,4.17,4.23
Sat Mar 13 01:48:34 2021,4.20,4.23
Sat Mar 13 01:54:36 2021,4.17,4.23
Sat Mar 13 02:00:37 2021,4.17,4.20
Sat Mar 13 02:06:39 2021,4.17,4.20
Sat Mar 13 02:12:41 2021,4.00,4.20
Sat Mar 13 02:18:43 2021,4.17,4.23
Sat Mar 13 02:24:44 2021,4.15,4.23
Sat Mar 13 02:30:46 2021,4.17,4.23
Sat Mar 13 02:36:48 2021,4.15,4.20
Sat Mar 13 02:42:50 2021,4.12,4.23
Sat Mar 13 02:48:51 2021,4.15,4.23
Sat Mar 13 02:54:53 2021,4.12,4.20
Sat Mar 13 03:00:55 2021,4.15,4.23
Sat Mar 13 03:06:57 2021,4.20,4.23
Sat Mar 13 03:12:58 2021,4.17,4.26
Sat Mar 13 03:19:00 2021,4.15,4.23
Sat Mar 13 20:46:03 2021,4.00,3.97
Sat Mar 13 20:52:04 2021,4.03,4.03
Sat Mar 13 20:58:06 2021,4.00,3.97
Sat Mar 13 21:04:08 2021,4.00,3.97
Sat Mar 13 21:10:09 2021,4.03,4.03
Sat Mar 13 21:16:11 2021,4.00,3.97
Sat Mar 13 21:22:13 2021,4.00,3.97
Sat Mar 13 21:28:15 2021,4.00,3.97
Sat Mar 13 21:34:16 2021,4.03,4.00
Sat Mar 13 21:40:18 2021,4.00,3.97
Sat Mar 13 21:46:20 2021,4.00,4.00
Sat Mar 13 21:52:21 2021,4.00,3.94
Sat Mar 13 21:58:23 2021,4.03,4.00
Sat Mar 13 22:04:25 2021,4.03,4.00
Sat Mar 13 22:10:27 2021,4.03,3.97
Sat Mar 13 22:16:28 2021,4.00,3.97
Sat Mar 13 22:22:30 2021,4.03,3.97
Sat Mar 13 22:28:32 2021,4.00,3.94
Sat Mar 13 22:34:34 2021,3.94,3.94
Sat Mar 13 22:40:35 2021,4.06,4.03
Sat Mar 13 22:46:37 2021,4.06,4.00
Sat Mar 13 22:52:39 2021,4.00,4.03
Sat Mar 13 22:58:40 2021,4.00,4.06
Sat Mar 13 23:04:42 2021,4.03,4.06
Sat Mar 13 23:10:44 2021,4.03,4.06
Sat Mar 13 23:16:46 2021,4.00,4.09
Sat Mar 13 23:22:47 2021,4.03,4.06
Sat Mar 13 23:28:49 2021,4.06,4.09
Sat Mar 13 23:34:51 2021,4.06,4.09
Sat Mar 13 23:40:53 2021,4.03,4.06
Sat Mar 13 23:46:54 2021,4.03,4.09
Sat Mar 13 23:52:56 2021,4.03,4.06
Sat Mar 13 23:58:58 2021,4.00,4.03
Sun Mar 14 00:05:00 2021,4.00,4.03
Sun Mar 14 00:11:01 2021,4.00,4.06
Sun Mar 14 00:17:03 2021,4.00,4.06
Sun Mar 14 00:23:05 2021,4.00,4.06
Sun Mar 14 00:29:06 2021,4.03,4.09
Sun Mar 14 00:35:08 2021,4.00,4.03
Sun Mar 14 00:41:10 2021,4.00,4.03
Sun Mar 14 00:47:12 2021,4.00,4.06
Sun Mar 14 00:53:13 2021,4.00,4.03
Sun Mar 14 00:59:15 2021,4.00,4.03
Sun Mar 14 01:05:17 2021,4.00,4.00
Sun Mar 14 01:11:19 2021,4.00,4.00
Sun Mar 14 01:17:20 2021,3.97,3.97
Sun Mar 14 01:23:22 2021,3.97,3.97
Sun Mar 14 01:29:24 2021,4.00,4.00
Sun Mar 14 01:35:26 2021,4.00,4.00
Sun Mar 14 01:41:27 2021,4.00,4.00
Sun Mar 14 01:47:29 2021,4.00,4.03
Sun Mar 14 01:53:31 2021,3.94,4.00
Sun Mar 14 01:59:32 2021,3.97,3.97
Sun Mar 14 03:05:34 2021,3.94,3.97
Sun Mar 14 03:11:36 2021,3.94,3.97
Sun Mar 14 03:17:37 2021,3.94,4.00
Sun Mar 14 03:23:39 2021,3.97,3.97
Sun Mar 14 03:29:41 2021,3.97,4.00
Sun Mar 14 03:35:43 2021,3.94,3.97
Sun Mar 14 03:41:44 2021,3.83,3.94
Sun Mar 14 03:47:46 2021,3.91,3.97
Sun Mar 14 03:53:48 2021,3.91,3.97
Sun Mar 14 03:59:49 2021,3.94,3.97
Sun Mar 14 04:05:51 2021,3.94,3.97
Sun Mar 14 04:11:53 2021,3.97,4.00
Sun Mar 14 04:17:55 2021,3.97,4.00
Sun Mar 14 04:23:56 2021,3.91,3.97
Sun Mar 14 04:29:58 2021,3.94,3.97
Sun Mar 14 04:36:00 2021,3.94,4.03
Sun Mar 14 04:42:01 2021,3.94,4.00
Sun Mar 14 04:48:03 2021,3.94,3.97
Sun Mar 14 04:54:05 2021,3.97,4.00
Sun Mar 14 05:00:07 2021,3.94,3.97
Sun Mar 14 05:06:08 2021,3.91,3.97
Sun Mar 14 05:12:10 2021,3.94,4.00
Sun Mar 14 05:18:12 2021,3.94,4.03
Sun Mar 14 05:24:14 2021,3.91,4.06
Sun Mar 14 05:30:15 2021,3.94,4.03
Sun Mar 14 05:36:17 2021,3.91,4.00
Sun Mar 14 05:42:19 2021,3.91,3.97
Sun Mar 14 05:48:21 2021,3.94,4.00
Sun Mar 14 05:54:22 2021,3.91,4.03
Sun Mar 14 06:00:24 2021,3.91,4.03
Sun Mar 14 06:06:26 2021,3.88,3.97
Sun Mar 14 06:12:28 2021,3.91,4.00
Sun Mar 14 06:18:29 2021,3.91,4.00
Sun Mar 14 06:24:31 2021,3.94,4.03
Sun Mar 14 06:30:33 2021,3.94,4.03
Sun Mar 14 06:36:35 2021,3.91,4.00
Sun Mar 14 06:42:36 2021,3.91,4.00
Sun Mar 14 06:48:38 2021,3.91,4.03
Sun Mar 14 06:54:40 2021,3.94,4.03
Sun Mar 14 07:00:42 2021,3.91,4.00
Sun Mar 14 07:06:43 2021,3.91,4.00
Sun Mar 14 07:12:45 2021,3.91,4.00
Sun Mar 14 07:18:47 2021,3.91,4.00
Sun Mar 14 07:24:49 2021,3.91,4.00
Sun Mar 14 07:30:50 2021,3.94,4.03
Sun Mar 14 07:36:52 2021,3.91,4.00
Sun Mar 14 07:42:54 2021,3.88,4.00
Sun Mar 14 07:48:56 2021,3.88,4.00
Sun Mar 14 07:54:57 2021,3.91,4.03
Sun Mar 14 08:00:59 2021,3.91,4.00
Sun Mar 14 08:07:01 2021,3.91,4.00
Sun Mar 14 08:13:02 2021,3.88,4.00
Sun Mar 14 08:19:04 2021,3.88,4.00
Sun Mar 14 08:25:06 2021,3.88,4.00
Sun Mar 14 08:31:08 2021,3.88,4.00
Sun Mar 14 08:37:09 2021,3.91,4.00
Sun Mar 14 08:43:11 2021,3.91,4.00
Sun Mar 14 08:49:13 2021,3.88,3.97
Sun Mar 14 08:55:15 2021,3.88,3.97
Sun Mar 14 09:01:16 2021,3.88,3.94
Sun Mar 14 09:07:18 2021,3.91,3.94
Sun Mar 14 09:13:20 2021,3.91,3.94
Sun Mar 14 09:19:21 2021,3.88,3.94
Sun Mar 14 09:25:23 2021,3.88,3.88
Sun Mar 14 09:31:25 2021,3.88,3.88
Sun Mar 14 09:37:27 2021,3.91,3.91
Sun Mar 14 09:43:28 2021,3.85,3.85
Sun Mar 14 09:49:30 2021,3.88,3.91
Sun Mar 14 09:55:32 2021,3.88,3.88
Sun Mar 14 10:01:34 2021,3.88,3.85
Sun Mar 14 10:07:35 2021,3.88,3.88
Sun Mar 14 10:13:37 2021,3.91,3.91
Sun Mar 14 10:19:39 2021,3.88,3.91
Sun Mar 14 10:25:41 2021,3.80,3.80
Sun Mar 14 10:31:42 2021,3.88,3.91
Sun Mar 14 10:37:44 2021,3.85,3.85
Sun Mar 14 10:43:46 2021,3.85,3.88
Sun Mar 14 10:49:47 2021,3.85,3.88
Sun Mar 14 10:55:49 2021,3.88,3.88
Sun Mar 14 11:01:51 2021,3.88,3.85
Sun Mar 14 11:07:53 2021,3.85,3.88
Sun Mar 14 11:13:54 2021,3.88,3.85
Sun Mar 14 11:19:56 2021,3.88,3.83
Sun Mar 14 11:25:58 2021,3.85,3.85
Sun Mar 14 11:32:00 2021,3.85,3.85
Sun Mar 14 11:38:01 2021,3.88,3.88
Sun Mar 14 11:44:03 2021,3.91,3.88
Sun Mar 14 11:50:05 2021,3.88,3.91
Sun Mar 14 11:56:07 2021,3.85,3.85
Sun Mar 14 12:02:08 2021,3.85,3.88
Sun Mar 14 12:08:10 2021,3.85,3.85
Sun Mar 14 12:14:12 2021,3.85,3.85
Sun Mar 14 12:20:13 2021,3.85,3.85
Sun Mar 14 12:26:15 2021,3.85,3.85
Sun Mar 14 12:32:17 2021,3.85,3.85
Sun Mar 14 12:38:19 2021,3.85,3.85
Sun Mar 14 12:44:20 2021,3.85,3.85
Sun Mar 14 12:50:22 2021,3.85,3.83
Sun Mar 14 12:56:24 2021,3.85,3.83
Sun Mar 14 13:02:25 2021,3.85,3.85
Sun Mar 14 13:08:27 2021,3.85,3.85
Sun Mar 14 13:14:29 2021,3.85,3.85
Sun Mar 14 13:20:31 2021,3.85,3.85
Sun Mar 14 13:26:33 2021,3.85,3.85
Sun Mar 14 13:32:34 2021,3.85,3.85
Sun Mar 14 13:38:36 2021,3.88,3.85
Sun Mar 14 13:44:38 2021,3.85,3.83
Sun Mar 14 13:50:39 2021,3.85,3.83
Sun Mar 14 13:56:41 2021,3.85,3.85
Sun Mar 14 14:02:43 2021,3.85,3.85
Sun Mar 14 14:08:44 2021,3.83,3.85
Sun Mar 14 14:14:46 2021,3.85,3.83
Sun Mar 14 14:20:48 2021,3.85,3.83
Sun Mar 14 14:26:50 2021,3.85,3.83
Sun Mar 14 14:32:51 2021,3.85,3.83
Sun Mar 14 14:38:53 2021,3.85,3.85
Sun Mar 14 14:44:55 2021,3.88,3.88
Sun Mar 14 14:50:56 2021,3.85,3.83
Sun Mar 14 14:56:58 2021,3.83,3.83
Sun Mar 14 15:03:00 2021,3.83,3.85
Sun Mar 14 15:09:02 2021,3.83,3.83
Sun Mar 14 15:15:03 2021,3.85,3.83
Sun Mar 14 15:21:05 2021,3.85,3.83
Sun Mar 14 15:27:07 2021,3.85,3.85
Sun Mar 14 15:33:09 2021,3.83,3.80
Sun Mar 14 15:39:10 2021,3.83,3.83
Sun Mar 14 15:45:12 2021,3.85,3.85
Sun Mar 14 15:51:14 2021,3.80,3.83
Sun Mar 14 15:57:16 2021,3.83,3.83
Sun Mar 14 16:03:17 2021,3.83,3.83
Sun Mar 14 16:09:19 2021,3.83,3.83
Sun Mar 14 16:15:21 2021,3.83,3.83
Sun Mar 14 16:21:23 2021,3.85,3.85
Sun Mar 14 16:27:24 2021,3.83,3.83
Sun Mar 14 16:33:26 2021,3.83,3.83
Sun Mar 14 16:39:28 2021,3.83,3.83
Sun Mar 14 16:45:29 2021,3.80,3.80
Sun Mar 14 16:51:31 2021,3.85,3.83
Sun Mar 14 16:57:33 2021,3.85,3.83
Sun Mar 14 17:03:35 2021,3.83,3.83
Sun Mar 14 17:09:36 2021,3.83,3.83
Sun Mar 14 17:15:38 2021,3.85,3.83
Sun Mar 14 17:21:40 2021,3.83,3.83
Sun Mar 14 17:27:41 2021,3.83,3.83
Sun Mar 14 17:33:43 2021,3.83,3.62
Sun Mar 14 17:39:45 2021,3.83,3.80
Sun Mar 14 17:45:47 2021,3.83,3.83
Sun Mar 14 17:51:48 2021,3.83,3.80
Sun Mar 14 17:57:50 2021,3.85,3.83
Sun Mar 14 18:03:52 2021,3.83,3.83
Sun Mar 14 18:09:54 2021,3.85,3.83
Sun Mar 14 18:15:55 2021,3.80,3.83
Sun Mar 14 18:21:57 2021,3.83,3.83
Sun Mar 14 18:27:59 2021,3.83,3.85
Sun Mar 14 18:34:00 2021,3.85,3.85
Sun Mar 14 18:40:02 2021,3.83,3.83
