date,ACM1,ACM0
Tue Mar  9 10:12:38 2021,_neutralVoltage:1469.73,_neutralVoltage:1479.49
Tue Mar  9 10:17:40 2021,_neutralVoltage:1469.73,_neutralVoltage:1479.49
Tue Mar  9 11:16:23 2021,_neutralVoltage:1479.49,_neutralVoltage:1469.73
Tue Mar  9 11:21:25 2021,_neutralVoltage:1479.49,_neutralVoltage:1469.73
Tue Mar  9 11:26:26 2021,_neutralVoltage:1479.49,_neutralVoltage:1469.73
Tue Mar  9 12:14:55 2021,temperature:0.0^C  pH:4.99,temperature:0.0^C  pH:4.64
